,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
21573,1996-12-11,Morocco,Croatia,2.0,2.0,King Hassan II Tournament,Casablanca,Morocco,False
21577,1996-12-12,Morocco,Nigeria,2.0,0.0,King Hassan II Tournament,Casablanca,Morocco,False
21579,1996-12-14,Belgium,Netherlands,0.0,3.0,FIFA World Cup qualification,Brussels,Belgium,False
21584,1996-12-14,Portugal,Germany,0.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False
21585,1996-12-14,Spain,Serbia,2.0,0.0,FIFA World Cup qualification,Valencia,Spain,False
21586,1996-12-14,United States,Costa Rica,2.0,1.0,FIFA World Cup qualification,Palo Alto,United States,False
21588,1996-12-15,Argentina,Chile,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
21597,1996-12-15,Venezuela,Colombia,0.0,2.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False
21601,1996-12-18,Malta,Spain,0.0,3.0,FIFA World Cup qualification,Attard,Malta,False
21606,1996-12-21,Guatemala,United States,2.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,True
21617,1996-12-28,Argentina,Serbia,2.0,3.0,Friendly,Mar del Plata,Argentina,False
21620,1997-01-05,Egypt,Belarus,2.0,0.0,Friendly,Alexandria,Egypt,False
21631,1997-01-12,Ghana,Morocco,2.0,2.0,FIFA World Cup qualification,Kumasi,Ghana,False
21635,1997-01-12,Tunisia,Egypt,1.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,False
21636,1997-01-12,Uruguay,Argentina,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
21639,1997-01-17,United States,Peru,0.0,1.0,USA Cup,San Diego,United States,False
21641,1997-01-18,South Korea,Norway,1.0,0.0,Friendly,Melbourne,Australia,True
21644,1997-01-19,United States,Mexico,0.0,2.0,USA Cup,Pasadena,United States,False
21649,1997-01-22,New Zealand,Norway,0.0,3.0,Friendly,Brisbane,Australia,True
21650,1997-01-22,Portugal,France,0.0,2.0,Friendly,Braga,Portugal,False
21651,1997-01-25,Australia,Norway,1.0,0.0,Friendly,Sydney,Australia,False
21665,1997-01-29,China,United States,2.0,1.0,Friendly,Kunming,China,False
21666,1997-02-01,China,United States,1.0,1.0,Friendly,Guangzhou,China,False
21673,1997-02-08,Colombia,Slovakia,1.0,0.0,Friendly,Pereira,Colombia,False
21676,1997-02-10,Russia,Switzerland,2.0,1.0,Lunar New Year Cup,So Kon Po,Hong Kong,True
21679,1997-02-11,Northern Ireland,Belgium,3.0,0.0,Friendly,Belfast,Northern Ireland,False
21683,1997-02-12,Colombia,Argentina,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
21684,1997-02-12,England,Italy,0.0,1.0,FIFA World Cup qualification,London,England,False
21687,1997-02-12,Spain,Malta,4.0,0.0,FIFA World Cup qualification,Alicante,Spain,False
21701,1997-02-18,Kuwait,Egypt,2.0,0.0,Friendly,Kuwait City,Kuwait,False
21703,1997-02-19,Greece,Portugal,0.0,0.0,Friendly,Athens,Greece,False
21717,1997-02-23,Ethiopia,Egypt,1.0,1.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
21733,1997-02-26,France,Netherlands,2.0,1.0,Friendly,Paris,France,False
21742,1997-03-02,Jamaica,United States,0.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,False
21767,1997-03-16,United States,Canada,3.0,0.0,FIFA World Cup qualification,Palo Alto,United States,False
21779,1997-03-23,Costa Rica,United States,3.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False
21793,1997-03-29,England,Mexico,2.0,0.0,Friendly,London,England,False
21796,1997-03-29,Northern Ireland,Portugal,0.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False
21802,1997-03-29,United Arab Emirates,Norway,1.0,4.0,Friendly,Sharjah,United Arab Emirates,False
21803,1997-03-29,Wales,Belgium,1.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False
21817,1997-04-02,Bolivia,Argentina,2.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,False
21824,1997-04-02,France,Sweden,1.0,0.0,Friendly,Paris,France,False
21828,1997-04-02,Paraguay,Colombia,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
21833,1997-04-02,Switzerland,Latvia,1.0,0.0,Friendly,Lucerne,Switzerland,False
21850,1997-04-06,Gabon,Morocco,0.0,4.0,FIFA World Cup qualification,Libreville,Gabon,False
21855,1997-04-06,Liberia,Egypt,1.0,0.0,FIFA World Cup qualification,Accra,Ghana,True
21883,1997-04-20,United States,Mexico,2.0,2.0,FIFA World Cup qualification,Foxborough,United States,False
21893,1997-04-26,Namibia,Egypt,2.0,3.0,FIFA World Cup qualification,Windhoek,Namibia,False
21894,1997-04-26,Sierra Leone,Morocco,0.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,False
21915,1997-04-30,Argentina,Ecuador,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
21919,1997-04-30,Colombia,Peru,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
21921,1997-04-30,England,Georgia,2.0,0.0,FIFA World Cup qualification,London,England,False
21929,1997-04-30,Norway,Finland,1.0,1.0,FIFA World Cup qualification,Oslo,Norway,False
21934,1997-04-30,Serbia,Spain,1.0,1.0,FIFA World Cup qualification,Belgrade,FR Yugoslavia,False
21936,1997-04-30,Switzerland,Hungary,1.0,0.0,FIFA World Cup qualification,Zürich,Switzerland,False
21938,1997-04-30,Turkey,Belgium,1.0,3.0,FIFA World Cup qualification,Istanbul,Turkey,False
21973,1997-05-24,England,South Africa,2.0,1.0,Friendly,Manchester,England,False
21982,1997-05-30,Norway,Brazil,4.0,2.0,Friendly,Oslo,Norway,False
21984,1997-05-31,Morocco,Ethiopia,4.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False
21986,1997-05-31,Poland,England,0.0,2.0,FIFA World Cup qualification,Chorzów,Poland,False
21997,1997-06-03,France,Brazil,1.0,1.0,Tournoi de France,Lyon,France,False
21998,1997-06-04,England,Italy,2.0,0.0,Tournoi de France,Nantes,France,True
22004,1997-06-04,United States,Paraguay,0.0,0.0,Friendly,St. Louis,United States,False
22011,1997-06-07,Belgium,San Marino,6.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False
22013,1997-06-07,France,England,0.0,1.0,Tournoi de France,Montpellier,France,False
22017,1997-06-07,Portugal,Albania,2.0,0.0,FIFA World Cup qualification,Porto,Portugal,False
22019,1997-06-08,Morocco,Ghana,1.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False
22021,1997-06-08,Argentina,Peru,2.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
22028,1997-06-08,Egypt,Tunisia,0.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False
22034,1997-06-08,Hungary,Norway,1.0,1.0,FIFA World Cup qualification,Budapest,Hungary,False
22042,1997-06-08,Spain,Czech Republic,1.0,0.0,FIFA World Cup qualification,Valladolid,Spain,False
22044,1997-06-08,Uruguay,Colombia,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False
22049,1997-06-10,England,Brazil,0.0,1.0,Tournoi de France,Paris,France,True
22050,1997-06-11,Argentina,Ecuador,0.0,0.0,Copa América,Cochabamba,Bolivia,True
22053,1997-06-11,France,Italy,2.0,2.0,Tournoi de France,Paris,France,False
22062,1997-06-12,South Korea,Egypt,3.0,1.0,Korea Cup,Seoul,South Korea,False
22068,1997-06-13,Mexico,Colombia,2.0,1.0,Copa América,Santa Cruz,Bolivia,True
22070,1997-06-14,Argentina,Chile,2.0,0.0,Copa América,Cochabamba,Bolivia,True
22071,1997-06-14,Egypt,Serbia,0.0,0.0,Korea Cup,Suwon,South Korea,True
22082,1997-06-16,Colombia,Costa Rica,4.0,1.0,Copa América,Santa Cruz,Bolivia,True
22083,1997-06-16,Egypt,Ghana,2.0,0.0,Korea Cup,Seoul,South Korea,True
22085,1997-06-17,Argentina,Paraguay,1.0,1.0,Copa América,Cochabamba,Bolivia,True
22088,1997-06-17,United States,Israel,2.0,1.0,Friendly,Jacksonville,United States,False
22093,1997-06-19,Brazil,Colombia,2.0,0.0,Copa América,Santa Cruz,Bolivia,True
22098,1997-06-21,Bolivia,Colombia,2.0,1.0,Copa América,La Paz,Bolivia,False
22100,1997-06-21,Morocco,Egypt,1.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False
22102,1997-06-21,Peru,Argentina,2.0,1.0,Copa América,Sucre,Bolivia,True
22134,1997-06-29,El Salvador,United States,1.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,False
22160,1997-07-05,Chile,Colombia,4.0,1.0,FIFA World Cup qualification,Santiago,Chile,False
22166,1997-07-06,Paraguay,Argentina,1.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False
22181,1997-07-13,Egypt,Senegal,2.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False
22182,1997-07-13,Ethiopia,Morocco,0.0,1.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
22190,1997-07-20,Argentina,Venezuela,2.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
22193,1997-07-20,Colombia,Ecuador,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
22194,1997-07-20,Iceland,Norway,0.0,1.0,Friendly,Reykjavík,Iceland,False
22200,1997-07-27,Egypt,Ethiopia,8.0,1.0,African Cup of Nations qualification,Alexandria,Egypt,False
22205,1997-07-27,Morocco,Senegal,3.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False
22212,1997-08-06,Jamaica,Colombia,1.0,0.0,Friendly,Kingston,Jamaica,False
22213,1997-08-06,Slovakia,Switzerland,1.0,0.0,Friendly,Bratislava,Slovakia,False
22217,1997-08-07,United States,Ecuador,0.0,1.0,Friendly,Baltimore,United States,False
22226,1997-08-16,Morocco,Gabon,2.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False
22230,1997-08-17,Egypt,Liberia,5.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False
22240,1997-08-20,Colombia,Bolivia,3.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
22244,1997-08-20,Finland,Norway,0.0,4.0,FIFA World Cup qualification,Helsinki,Finland,False
22245,1997-08-20,Hungary,Switzerland,1.0,1.0,FIFA World Cup qualification,Budapest,Hungary,False
22249,1997-08-20,Portugal,Armenia,3.0,1.0,FIFA World Cup qualification,Setúbal,Portugal,False
22258,1997-08-24,Peru,Colombia,2.0,1.0,Friendly,Lima,Peru,False
22270,1997-09-06,Azerbaijan,Norway,0.0,1.0,FIFA World Cup qualification,Baku,Azerbaijan,False
22272,1997-09-06,El Salvador,Colombia,2.0,2.0,Friendly,East Rutherford,United States,True
22274,1997-09-06,Germany,Portugal,1.0,1.0,FIFA World Cup qualification,Berlin,Germany,False
22280,1997-09-06,Netherlands,Belgium,3.0,1.0,FIFA World Cup qualification,Rotterdam,Netherlands,False
22284,1997-09-06,Switzerland,Finland,1.0,2.0,FIFA World Cup qualification,Lausanne,Switzerland,False
22290,1997-09-07,United States,Costa Rica,1.0,0.0,FIFA World Cup qualification,Portland,United States,False
22298,1997-09-10,Chile,Argentina,1.0,2.0,FIFA World Cup qualification,Santiago,Chile,False
22299,1997-09-10,Colombia,Venezuela,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
22301,1997-09-10,England,Moldova,4.0,0.0,FIFA World Cup qualification,London,England,False
22306,1997-09-10,Norway,Switzerland,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
22334,1997-09-24,Slovakia,Spain,1.0,2.0,FIFA World Cup qualification,Bratislava,Slovakia,False
22349,1997-10-03,United States,Jamaica,1.0,1.0,FIFA World Cup qualification,"Washington, D.C.",United States,False
22364,1997-10-08,Norway,Colombia,0.0,0.0,Friendly,Oslo,Norway,False
22365,1997-10-09,Brazil,Morocco,2.0,0.0,Friendly,Belém,Brazil,False
22373,1997-10-11,Belgium,Wales,3.0,2.0,FIFA World Cup qualification,Brussels,Belgium,False
22377,1997-10-11,France,South Africa,2.0,1.0,Friendly,Lens,France,False
22383,1997-10-11,Italy,England,0.0,0.0,FIFA World Cup qualification,Rome,Italy,False
22388,1997-10-11,Portugal,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False
22393,1997-10-11,Spain,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Gijón,Spain,False
22395,1997-10-11,Switzerland,Azerbaijan,5.0,0.0,FIFA World Cup qualification,Zürich,Switzerland,False
22397,1997-10-12,Argentina,Uruguay,0.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
22431,1997-10-29,Republic of Ireland,Belgium,1.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
22438,1997-11-02,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False
22446,1997-11-09,Canada,United States,0.0,3.0,FIFA World Cup qualification,Burnaby,Canada,False
22452,1997-11-12,France,Scotland,2.0,1.0,Friendly,Saint-Étienne,France,False
22455,1997-11-15,Belgium,Republic of Ireland,2.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False
22456,1997-11-15,England,Cameroon,2.0,0.0,Friendly,London,England,False
22461,1997-11-16,Argentina,Colombia,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
22468,1997-11-16,United States,El Salvador,4.0,2.0,FIFA World Cup qualification,Foxborough,United States,False
22470,1997-11-19,Spain,Romania,1.0,1.0,Friendly,Palma de Mallorca,Spain,False
22472,1997-11-26,Morocco,Togo,3.0,0.0,Friendly,Rabat,Morocco,False
22485,1997-12-03,Egypt,Ghana,3.0,2.0,Friendly,Cairo,Egypt,False
22508,1997-12-18,Egypt,Togo,7.0,2.0,Friendly,Aswan,Egypt,False
22513,1997-12-20,Egypt,Algeria,1.0,2.0,Friendly,Aswan,Egypt,False
22518,1997-12-22,Egypt,Cameroon,2.0,0.0,Friendly,Cairo,Egypt,False
22521,1997-12-24,Egypt,Algeria,1.0,2.0,Friendly,Cairo,Egypt,False
22538,1998-01-14,Morocco,Angola,2.0,1.0,Friendly,Casablanca,Morocco,False
22546,1998-01-24,United States,Sweden,1.0,0.0,Friendly,Orlando,United States,False
22548,1998-01-25,Thailand,Egypt,1.0,1.0,King's Cup,Bangkok,Thailand,False
22549,1998-01-27,Egypt,South Korea,0.0,2.0,King's Cup,Bangkok,Thailand,True
22552,1998-01-28,France,Spain,1.0,0.0,Friendly,Saint-Denis,France,False
22561,1998-01-31,Egypt,South Korea,1.0,1.0,King's Cup,Bangkok,Thailand,True
22569,1998-02-01,United States,Cuba,3.0,0.0,Gold Cup,Oakland,United States,False
22578,1998-02-05,Morocco,Niger,3.0,0.0,Friendly,Marrakesh,Morocco,False
22587,1998-02-07,United States,Costa Rica,2.0,1.0,Gold Cup,Oakland,United States,False
22601,1998-02-09,Zambia,Morocco,1.0,1.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True
22603,1998-02-10,Egypt,Mozambique,2.0,0.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True
22605,1998-02-10,United States,Brazil,1.0,0.0,Gold Cup,Los Angeles,United States,False
22609,1998-02-11,England,Chile,0.0,2.0,Friendly,London,England,False
22615,1998-02-13,Morocco,Mozambique,3.0,0.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True
22616,1998-02-13,Zambia,Egypt,0.0,4.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True
22621,1998-02-15,United States,Mexico,0.0,1.0,Gold Cup,Los Angeles,United States,False
22626,1998-02-17,Egypt,Morocco,0.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True
22633,1998-02-21,Ivory Coast,Egypt,0.0,0.0,African Cup of Nations,Ouagadougou,Burkina Faso,True
22634,1998-02-21,United States,Netherlands,0.0,2.0,Friendly,Miami Gardens,United States,False
22637,1998-02-22,Morocco,South Africa,1.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True
22639,1998-02-24,Argentina,Serbia,3.0,1.0,Friendly,Mar del Plata,Argentina,False
22641,1998-02-25,Belgium,United States,2.0,0.0,Friendly,Brussels,Belgium,False
22642,1998-02-25,Burkina Faso,Egypt,0.0,2.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,False
22644,1998-02-25,France,Norway,3.0,3.0,Friendly,Marseille,France,False
22647,1998-02-28,South Africa,Egypt,0.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True
22664,1998-03-10,Argentina,Bulgaria,2.0,0.0,Friendly,Buenos Aires,Argentina,False
22668,1998-03-14,United States,Paraguay,2.0,2.0,Friendly,San Diego,United States,False
22683,1998-03-25,Belgium,Norway,2.0,2.0,Friendly,Brussels,Belgium,False
22684,1998-03-25,Colombia,Serbia,0.0,0.0,Friendly,Bogotá,Colombia,False
22691,1998-03-25,Russia,France,1.0,0.0,Friendly,Moscow,Russia,False
22693,1998-03-25,Spain,Sweden,4.0,0.0,Friendly,Vigo,Spain,False
22694,1998-03-25,Switzerland,England,1.0,1.0,Friendly,Bern,Switzerland,False
22698,1998-03-29,Colombia,Paraguay,1.0,1.0,Friendly,New Haven,United States,True
22710,1998-04-15,Israel,Argentina,2.0,1.0,Friendly,Jerusalem,Israel,False
22720,1998-04-22,Austria,United States,0.0,3.0,Friendly,Vienna,Austria,False
22721,1998-04-22,Belgium,Romania,1.0,1.0,Friendly,Brussels,Belgium,False
22722,1998-04-22,Bulgaria,Morocco,2.0,1.0,Friendly,Sofia,Bulgaria,False
22723,1998-04-22,Chile,Colombia,2.0,2.0,Friendly,Santiago,Chile,False
22725,1998-04-22,Denmark,Norway,0.0,2.0,Friendly,Copenhagen,Denmark,False
22726,1998-04-22,England,Portugal,3.0,0.0,Friendly,London,England,False
22730,1998-04-22,Republic of Ireland,Argentina,0.0,2.0,Friendly,Dublin,Republic of Ireland,False
22732,1998-04-22,Northern Ireland,Switzerland,1.0,0.0,Friendly,Belfast,Northern Ireland,False
22737,1998-04-22,Sweden,France,0.0,0.0,Friendly,Solna,Sweden,False
22739,1998-04-29,Brazil,Argentina,0.0,1.0,Friendly,Rio de Janeiro,Brazil,False
22751,1998-05-14,Argentina,Bosnia and Herzegovina,5.0,0.0,Friendly,Córdoba,Argentina,False
22755,1998-05-16,United States,North Macedonia,0.0,0.0,Friendly,San Jose,United States,False
22761,1998-05-19,Argentina,Chile,1.0,0.0,Friendly,Mendoza,Argentina,False
22764,1998-05-20,Norway,Mexico,5.0,2.0,Friendly,Oslo,Norway,False
22768,1998-05-23,England,Saudi Arabia,0.0,0.0,Friendly,London,England,False
22773,1998-05-24,United States,Kuwait,2.0,0.0,Friendly,Portland,United States,False
22774,1998-05-25,Argentina,South Africa,2.0,0.0,Friendly,Buenos Aires,Argentina,False
22776,1998-05-27,Belgium,France,0.0,1.0,King Hassan II Tournament,Casablanca,Morocco,True
22780,1998-05-27,Morocco,England,0.0,1.0,King Hassan II Tournament,Casablanca,Morocco,False
22782,1998-05-27,Norway,Saudi Arabia,6.0,0.0,Friendly,Molde,Norway,False
22786,1998-05-29,Belgium,England,0.0,0.0,King Hassan II Tournament,Casablanca,Morocco,True
22787,1998-05-29,Morocco,France,2.0,2.0,King Hassan II Tournament,Casablanca,Morocco,False
22790,1998-05-30,Germany,Colombia,3.0,1.0,Friendly,Frankfurt,Germany,False
22792,1998-05-30,United States,Scotland,0.0,0.0,Friendly,"Washington, D.C.",United States,False
22800,1998-06-03,Belgium,Colombia,2.0,0.0,Friendly,Brussels,Belgium,False
22807,1998-06-03,Spain,Northern Ireland,4.0,1.0,Friendly,Santander,Spain,False
22808,1998-06-04,Chile,Morocco,1.0,1.0,Friendly,Avignon,France,True
22813,1998-06-05,Finland,France,0.0,1.0,Friendly,Helsinki,Finland,False
22816,1998-06-06,Belgium,Paraguay,1.0,0.0,Friendly,Brussels,Belgium,False
22821,1998-06-06,Switzerland,Serbia,1.0,1.0,Friendly,Basel,Switzerland,False
22825,1998-06-10,Morocco,Norway,2.0,2.0,FIFA World Cup,Montpellier,France,True
22828,1998-06-12,France,South Africa,3.0,0.0,FIFA World Cup,Marseille,France,False
22832,1998-06-13,Netherlands,Belgium,0.0,0.0,FIFA World Cup,Saint-Denis,France,True
22834,1998-06-13,Spain,Nigeria,2.0,3.0,FIFA World Cup,Nantes,France,True
22835,1998-06-14,Argentina,Japan,1.0,0.0,FIFA World Cup,Toulouse,France,True
22838,1998-06-15,England,Tunisia,2.0,0.0,FIFA World Cup,Marseille,France,True
22839,1998-06-15,Germany,United States,2.0,0.0,FIFA World Cup,Paris,France,True
22840,1998-06-15,Romania,Colombia,1.0,0.0,FIFA World Cup,Lyon,France,True
22841,1998-06-16,Brazil,Morocco,3.0,0.0,FIFA World Cup,Nantes,France,True
22842,1998-06-16,Scotland,Norway,1.0,1.0,FIFA World Cup,Bordeaux,France,True
22845,1998-06-18,France,Saudi Arabia,4.0,0.0,FIFA World Cup,Saint-Denis,France,False
22848,1998-06-19,Spain,Paraguay,0.0,0.0,FIFA World Cup,Saint-Étienne,France,True
22849,1998-06-20,Belgium,Mexico,2.0,2.0,FIFA World Cup,Bordeaux,France,True
22852,1998-06-21,Argentina,Jamaica,5.0,0.0,FIFA World Cup,Paris,France,True
22854,1998-06-21,United States,Iran,1.0,2.0,FIFA World Cup,Lyon,France,True
22855,1998-06-22,Colombia,Tunisia,1.0,0.0,FIFA World Cup,Montpellier,France,True
22857,1998-06-22,Romania,England,2.0,1.0,FIFA World Cup,Toulouse,France,True
22858,1998-06-23,Brazil,Norway,1.0,2.0,FIFA World Cup,Marseille,France,True
22861,1998-06-23,Scotland,Morocco,0.0,3.0,FIFA World Cup,Saint-Étienne,France,True
22863,1998-06-24,France,Denmark,2.0,1.0,FIFA World Cup,Lyon,France,False
22866,1998-06-24,Spain,Bulgaria,6.0,1.0,FIFA World Cup,Lens,France,True
22867,1998-06-25,Belgium,South Korea,1.0,1.0,FIFA World Cup,Paris,France,True
22871,1998-06-25,United States,Serbia,0.0,1.0,FIFA World Cup,Nantes,France,True
22872,1998-06-26,Argentina,Croatia,1.0,0.0,FIFA World Cup,Bordeaux,France,True
22874,1998-06-26,Colombia,England,0.0,2.0,FIFA World Cup,Lens,France,True
22879,1998-06-27,Italy,Norway,1.0,0.0,FIFA World Cup,Marseille,France,True
22882,1998-06-28,France,Paraguay,1.0,0.0,FIFA World Cup,Lens,France,False
22887,1998-06-30,Argentina,England,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True
22891,1998-07-03,France,Italy,0.0,0.0,FIFA World Cup,Saint-Denis,France,False
22893,1998-07-04,Netherlands,Argentina,2.0,1.0,FIFA World Cup,Marseille,France,True
22898,1998-07-08,France,Croatia,2.0,1.0,FIFA World Cup,Saint-Denis,France,False
22903,1998-07-12,France,Brazil,3.0,0.0,FIFA World Cup,Saint-Denis,France,False
22981,1998-08-19,Austria,France,2.0,2.0,Friendly,Vienna,Austria,False
